Series Name,Series Code,Country Name,Country Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Afghanistan,AFG,13.2142911214488,13.0996140326893,12.9839529264061,12.8762357304282,12.6383842491558,12.9610790273256,13.1753213261538,13.1851590500524,13.5002727037863,13.7073220597731,14.0332043377993,14.2724927619635,15.7209119699527,16.9843225135611,17.5647106902863,18.922538408842,21.3458275277614,23.8556617856929,22.6191439151609,21.3484268966527,20.1948976002105,19.3764202039082,18.6092921833009,18.4813133384578,19.6166325981684,19.0365082146219,19.2101817019298,19.04343301785,18.899104657876
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Albania,ALB,15.6294319848081,15.2196353801216,15.6087309242592,16.1971843747112,16.3141121165524,16.8320593686626,16.4085704094112,17.3012615655709,17.299571815668,17.2245484850272,17.550610754289,17.8328768802176,18.7246763763702,19.1397026913713,18.7716469479636,17.032465162256,17.3225314643974,18.4257498114066,19.0473630948189,20.1110874006493,19.9460669086892,20.2315679947359,20.5490004183011,20.896682708558,21.7682443587448,22.2495025218655,21.6488726713231,21.7950147688227,21.9832473174847
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Algeria,DZA,23.9191098164079,24.2103057092103,24.3725691961561,24.6896625122989,24.9960433024526,24.7761332187632,24.6808372237922,26.7845392154214,27.6064522098653,28.2635130947033,28.86559006916,29.3357571615592,29.7897479274434,30.3839511132154,30.8573804559457,30.5920583030318,30.3771783621735,31.0700120585744,31.1411247379316,31.345279703912,30.9825092666137,31.1345205189608,31.2172374163922,31.2585868119024,31.4964549563209,31.7765382666501,31.9607938815742,32.1248254146521,32.2610561807939
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Angola,AGO,7.95266301089811,8.12105970898596,8.13486660560372,8.20603868855657,8.33507374705519,8.54340624924814,8.62199732388659,8.67996009269596,8.43674078354355,8.09957490631862,7.82226626281896,7.42690030278263,7.09450441578545,7.0405739661303,6.9394565049925,6.9950871766761,6.93737457871224,6.90546973987979,6.97823990911923,6.9647108250222,6.97317514233434,6.91352320117387,6.91048084459406,6.22112630329174,5.71757267555681,7.02747877022109,7.06703901240925,7.15769760915994,7.1991450306404
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Argentina,ARG,23.3670723053796,22.8243117504604,21.7393029257151,20.9340237882204,20.2977811255828,18.6580046727594,20.2486924367082,20.5642297662723,21.1426475358338,21.5732443105464,21.8987928729188,22.0818356602783,21.3553224451483,21.5819580824783,22.3936079441824,22.1242387014808,22.4740954383685,22.7948760583105,22.3689252873984,21.5725405836968,21.1329975687179,20.7848673724352,20.6149198410894,20.9264628130185,20.4837081020577,21.1180064272847,21.4115045495218,21.1121866891603,21.1843287834617
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Armenia,ARM,14.7019405110952,14.6838510943541,14.6712846596869,14.6502558624509,14.7064906738869,14.8202930529705,14.906275220298,15.0275492725386,15.3759526470492,15.8660212282677,16.4947754941101,16.8695988293437,16.6519285089869,16.7138675684017,16.3377631742578,17.0789833946425,16.6612748830812,16.7284549999748,15.9104965880338,15.7844557584953,16.7086258536818,18.905706169311,19.0543998660638,18.3941203268675,18.7180812244161,21.2107056308882,20.4688283550424,20.8968899438026,21.2986956321494
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Australia,AUS,22.3960105627814,22.0486348653523,21.7492540046205,22.0845442301254,21.2035039169517,21.3649269566672,21.3360930050125,21.6598417752572,21.4906776757235,21.6931461211043,21.6050695117812,22.0935160463867,21.9013226565242,21.7073046388169,21.5334778824949,21.3863506733463,21.1215174398775,20.9802253471379,20.0656372890415,19.9887356499304,19.4301091427672,19.8876360560635,19.0584582521699,19.1911018175319,19.5009895970717,19.2492608710685,19.6802287144108,19.3590950015726,19.2931356135301
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Austria,AUT,28.7730629676587,28.677017943753,28.8799525440561,29.1603941342852,28.4937332470778,27.9843043303924,28.0323081604185,27.7174633523851,27.5731753616859,28.1614157745022,27.3241773207316,26.0115972541226,24.7370930067448,24.7204678132,26.0255624651223,26.0800646936524,25.9074815278358,25.7513321620169,25.7642300683382,25.5626031353135,24.9222992604378,25.4354491769606,25.3558623996458,24.8648114338877,25.6264556989927,26.3641612409273,25.7210270134619,24.831244563959,24.6474928471915
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Azerbaijan,AZE,11.160824979004,11.1654602452906,11.1726142682502,10.878660220368,10.8209918364508,11.528248237462,12.8959681165127,11.9057112533724,12.0772912802325,12.3535397579564,12.6254883041859,12.1301910536552,12.6691280371921,13.7167833709825,14.0745347305348,14.2869798777579,14.3750088172857,14.3042326372844,14.0637019987951,14.3280236361024,14.3733450158048,14.7193239323008,15.1305275152599,15.0728005284641,15.3021086814666,15.4407252409143,15.40463914718,15.4306951621443,15.5352074322098
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,"Bahamas, The",BHS,14.646817193331,15.2911761104774,16.7184071926708,17.0118673042143,17.0462140452783,16.6954434688904,15.8492257438631,16.0715890100807,17.8254777520046,18.3035488706608,17.9575520660792,16.2541599031482,16.0627467987492,14.5915467646101,13.1277693676173,13.4518672333798,13.3921494673204,13.6078702684571,13.5633406793829,13.7387489599879,14.1167397696052,14.2663503896984,14.4670800118099,14.3438544296504,14.8939706845313,14.9423965253879,14.8871356861254,14.8419457274827,14.7900390405635
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Bahrain,BHR,28.3480367343987,28.1976214823012,28.1750498379419,28.4670958089726,28.5678380265301,28.7027334851936,29.17294600634,30.1937905216742,31.2668941566221,32.468159868124,33.5303413343808,34.6893500898615,34.5498346803262,35.7194041439056,35.252950534611,35.0037211610022,35.0725572396001,35.2116944251174,35.1573162473303,35.3147657887514,35.312378004901,35.2071981864164,35.096818108539,34.5460981846898,35.1536412844628,35.2218450643872,35.1413180087999,35.0399201596806,34.9061554245227
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Bangladesh,BGD,12.6298697895125,12.7098261057715,12.9451048472478,13.0892190327164,14.4051473429778,15.7360006499148,17.1419202198288,17.6220890679826,18.2007969329369,18.6372555412735,18.9098240163507,19.1872302391746,19.3863335157538,19.6659443987482,20.0336837102759,20.4330171201156,20.7888945857964,20.5366959894489,20.4796085575501,20.4595245408049,20.4193241705984,20.0532607831866,19.8048029254686,18.970086947415,18.2957657271552,17.9688209597631,17.625867147727,17.8924001804483,18.0335872114531
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Barbados,BRB,23.5284779720776,25.2920305234678,25.7314423418797,24.5195184692981,23.3102933515787,22.4829744869103,21.4299539348895,21.2791621091116,21.0221043586477,20.4383577721214,21.1452730880957,20.9381358500368,20.8412959750684,20.4107289440406,20.0347694296476,19.8070293227921,19.7915738843859,19.5684455466765,19.3601719434571,19.260881586798,19.3109904784022,18.2386973291187,16.9112053832651,16.4100831560924,16.7952346884818,16.1763556666975,16.231527789551,16.1932777840333,16.1717079779015
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Belarus,BLR,34.8355686244734,34.8132176590098,34.4991967346891,34.4184240399501,34.0711648337989,33.9029530177422,33.8510318846048,34.041571994881,34.132478261513,34.2933962802517,34.3333792728332,34.5977353044406,34.0335144780462,33.9412061411876,33.5683784061422,33.215908970184,32.9070570518392,32.4326566579621,32.18945862639,31.5459990640502,30.7723371341886,30.6288392446954,30.3871172641745,30.5817046869511,30.4510261090272,30.929820395535,30.980111095046,31.0401302617223,31.0582019807505
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Belgium,BEL,27.5464704202611,27.2450290846269,25.7711389425855,25.813447550439,25.4883123694914,25.7844417935168,24.9192492770137,24.9384788630865,24.6860647883734,24.6929901798596,24.430247361951,24.6724707648935,23.4744479859968,23.3750938331325,23.2336970900637,21.7561261210932,21.7035469823917,21.3930861041826,21.4340966395654,21.2643986081806,21.1741670432077,20.9223076767353,21.1230168294647,20.6965650352932,19.7565328967799,20.4607578284761,20.1484135056687,19.5233677385897,19.2466752826094
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Belize,BLZ,18.2447719212425,17.9846976897098,16.989513849239,17.4921572966429,17.5420348026139,17.6371368160977,17.5958048523569,17.7552979073128,17.8818871659518,17.8255182129201,17.7066656440836,17.7306659802155,17.4015957446809,17.0749414919968,16.9972859610165,16.8955162386797,16.9171410016427,16.8888467540802,15.4212581950063,15.7057985107432,15.6953011319005,17.4865639335391,15.704656791782,15.6488071094067,15.8292980180791,15.7456428488619,15.3822876739964,15.4135078171695,15.3488482856752
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Benin,BEN,20.5990203170992,20.4994390897228,20.4366814159455,20.3869128761757,20.3313837067611,20.2607665507083,20.1879825898864,20.0805342529177,19.9629335053196,19.8240394648691,19.6817457525811,19.4217519799264,19.0564668058625,18.7534647652402,18.4603629754014,16.907697703583,15.6941736050673,16.0308659061926,16.3177889373999,16.6301768821091,16.9916809814428,17.3835332547515,17.7682428899363,17.9259524694195,18.0402746303173,18.312830031608,18.3030821147503,18.2823869014758,18.3165686015882
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Bhutan,BTN,5.08543406970093,5.19362612001086,5.26652688247049,5.40362412057109,5.51149363512123,5.63212013611481,5.66259524038513,5.83723461226182,5.93100991190538,5.81893025660491,5.81663603531816,5.92009708066372,6.28059782374422,6.74034707025384,9.2060003096699,9.9001904949787,10.9581199156372,10.8222332512323,9.66117463461481,10.7802045795907,11.7296199321349,13.0565054834771,15.4470242005694,14.8589590782678,15.6084488401987,15.2398298258677,15.254769044031,15.5207251776298,15.87888259622
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Bolivia,BOL,22.5112715343956,22.8104127501719,22.8066823725496,21.9885728814432,19.0787519933746,21.6920311867554,24.1529101299476,24.1526049696649,23.0330689192341,21.1701978453528,23.2817370853481,23.7038786315773,24.3138628206523,21.7716326133795,19.8371828985803,19.9283186665155,18.8555909147767,23.3470748449079,23.2870379903222,23.3493076119408,22.5328451854159,22.1517147048685,23.394212695168,20.1900673652984,20.4315924973622,20.5131377765208,20.1135460348867,19.9535494524033,19.793531111996
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Bosnia and Herzegovina,BIH,30.2101349349523,30.4893171312697,30.3152548234285,30.4931662575107,30.4377876132582,30.4323239286536,30.4919313162208,30.529247689508,30.70921847244,30.8436087842765,32.5548638897626,32.3796924347513,31.4019781131904,30.8534716058298,28.9020937311468,30.2957244937734,29.8222008649688,30.0237923914969,29.5088132949805,31.2821818003965,29.5183526037759,32.1862841194301,31.740950463346,33.5152325602836,30.5916583116454,30.6730012464237,30.6296289316473,30.6375773482124,30.6001614784247
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Botswana,BWA,20.7582868185215,19.9112032996541,19.2050988992885,18.5959464711216,21.7782430872194,20.8012689175968,19.8473207443359,17.509394428542,15.4138967275084,13.5018927887087,14.1688841188089,14.8675095241483,15.5547672665578,15.8071706352638,16.0210352388849,16.0295486923599,16.1766699235848,16.276116818654,16.2357247638502,16.3440689012156,16.3889849152518,16.4225485747821,16.5090521211138,15.0395116063718,15.9515964023675,15.7001397047892,15.7904620560458,15.7493729962167,15.7727337962707
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Brazil,BRA,24.4703645682711,24.3993285492299,23.6144610208287,23.4987657285958,23.2229430205378,23.6962749162024,23.1161995816567,23.2195353331464,23.5943608547398,23.548846005631,24.1212243014945,24.8662804129767,24.3010274140295,24.182834770095,23.9090812385977,23.8203108792852,23.6555352577017,23.5736439351302,22.8198148101811,21.3696192250729,20.9444754522106,20.5300447836496,20.402627457781,20.2564807940549,20.7334776442454,20.4917034979733,20.171570324784,20.3022250193292,20.2130767653291
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Brunei Darussalam,BRN,22.0274950152167,21.092944575934,20.1378496300824,19.6793131832622,19.4033389311469,19.4476667798935,19.4935949884141,19.3438065802228,19.2127974061889,19.2468790106172,18.7535872534839,18.6653371782742,18.2501479802097,18.1575324055535,18.3642490337722,18.3403895004234,18.0462773197328,17.8495939767649,17.2558522358378,16.5826743624298,16.1274170135499,19.4043526953453,20.7629732715456,23.7151371884433,23.566819977675,21.4708593388149,20.450034877703,20.4466042812964,20.3855819694696
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Bulgaria,BGR,36.3422397043438,34.964290235605,33.0007061404065,32.8306182326132,32.7673613179063,32.6629895264442,32.1295956610121,32.9170619670145,34.2418834291577,34.4725777204637,35.5002739538806,36.2689007853455,35.60509112014,33.4019991960754,31.5106490490577,31.4618561851203,30.5275836296914,29.6374868920666,30.2968272232799,30.1715840674492,29.3177250851597,30.2959781840116,29.4860631743563,30.9395264330649,29.9948792380617,30.2322890988986,29.5905328513096,28.1305382372254,27.8764008685803
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Burkina Faso,BFA,6.93218530226622,7.18746362630179,7.50138448065524,7.79582459561623,8.11860083193941,8.46750071047676,8.8914133115094,9.30321242629941,9.72688265330829,10.1881037378737,10.6381867964034,10.9520531805385,11.4606917674157,12.0925723997072,12.6832182991654,13.1728652243659,13.5378858961666,14.0247003763768,14.5032411061436,15.0943155101467,15.7371386392333,16.3316564591298,17.0012325245951,16.6609580798734,16.4241483546,16.4858028642968,16.5607659480594,16.6107641335905,16.6664054354484
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Burundi,BDI,2.19794954884488,2.19763862742379,2.23789652498246,2.28215024491587,2.33314161212435,2.39142819735245,2.45163278070725,2.51313246218992,2.58188005920821,2.65838358417223,2.74227193796815,2.82983356442767,2.92485473311408,3.02449942471292,3.13004551198053,3.24927772833516,3.37137286792944,3.49668434158019,3.48140423961823,3.47692625137488,3.47202446380407,3.32759558371437,3.23362546270401,3.08325132242588,3.05983493214125,3.06930185706061,3.07746838824348,3.09280380988888,3.10326262172932
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Cabo Verde,CPV,17.9803742948011,18.6334674452463,19.1622041935756,19.8522263270465,19.8338593722602,20.0420587396635,20.1707376563643,20.6671057903207,20.9851726539954,21.3463035019455,21.9766416504368,22.3079123804311,22.0628093510435,22.0072630869763,22.1288091636049,22.0086794792312,21.9228647800076,21.8472806327865,21.7626088419636,21.7897056508736,21.9053811706222,21.8803113976673,21.7962170742863,21.5006459063823,21.6423244071978,22.5214082327616,22.7160723418104,22.882572787356,23.066314966
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Cambodia,KHM,7.60043830719381,4.22958606831932,6.90143080606521,8.53602337139104,11.0009742055553,10.9340301335594,11.5683164135322,12.0960617283704,13.1695481147033,14.0178673277992,14.720379752659,15.6742832931001,15.6234902647986,15.9732644215951,16.4718076152095,17.7580846699697,19.282656377681,23.7681167759175,24.9213861091188,25.7634256473618,25.4909057699602,25.0168550948899,24.4731410912226,25.1450484861575,26.4143976143543,27.0439382363786,27.5630254285235,28.4335285509441,28.8737555324444
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Cameroon,CMR,13.3903473998666,13.3685305246539,13.3024234252584,13.1707429117731,12.991014869017,12.4395530723575,11.9579430280616,11.5881149690476,11.1047650819234,11.139743756639,11.1688902319709,11.4952204181396,11.7959221259678,12.1331557008069,12.5413449029235,13.0506119821267,13.6063630456596,14.0777896687035,14.2603724295916,14.3702312407948,14.4308541646727,14.5339260952466,14.5714973742658,14.5267167876091,14.5296936948298,14.5994117374937,14.5710045641327,14.5874575571995,14.6146003508013
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Canada,CAN,23.0570588905459,23.1172542309045,23.1216090467904,23.2941780559815,23.0628352496906,23.2298683166351,22.9734191107028,23.0487865510231,22.6904987995816,22.2063205408798,21.7531867426318,21.532959426867,20.4295250365098,20.2599732831293,20.4792234699596,20.6756552451397,20.3996297237902,20.235644522482,20.0427497375313,19.512114275149,19.7527741407839,19.7053476787122,19.3032285244059,19.4918333275611,19.3361552874421,19.3705526005618,19.2138940692638,18.9328243442541,18.748427284978
